home,away,close_time,pre_close_mid
BOS,DET,2025-10-26 22:47:48.326872+00:00,0.445
CHA,WAS,2025-10-27 01:05:38.783368+00:00,0.445
NYK,MIA,2025-10-27 01:10:25.980116+00:00,0.415
MIL,CLE,2025-10-27 01:15:49.415991+00:00,0.685
IND,MIN,2025-10-27 02:00:18.338426+00:00,0.185
TOR,DAL,2025-10-27 02:20:14.497963+00:00,0.495
POR,LAC,2025-10-27 03:50:21.753289+00:00,0.735
LAL,SAC,2025-10-27 04:00:33.538795+00:00,0.395
CLE,DET,2025-10-28 01:56:59.800691+00:00,0.575
ORL,PHI,2025-10-28 02:01:36.270587+00:00,0.675
ATL,CHI,2025-10-28 02:32:53.678531+00:00,0.555
BOS,NOP,2025-10-28 02:36:39.276157+00:00,0.635
TOR,SAS,2025-10-28 02:51:53.720203+00:00,0.635
BKN,HOU,2025-10-28 02:57:04.013551+00:00,0.115
OKC,DAL,2025-10-28 03:07:37.635614+00:00,0.235
PHX,UTA,2025-10-28 04:11:39.556095+00:00,0.465
DEN,MIN,2025-10-28 04:21:44.327508+00:00,0.685
MEM,GSW,2025-10-28 04:55:29.665314+00:00,0.745
POR,LAL,2025-10-28 05:15:51.580998+00:00,0.435
PHI,WAS,2025-10-29 02:05:58.457868+00:00,0.645
CHA,MIA,2025-10-29 02:16:07.727527+00:00,0.375
SAC,OKC,2025-10-29 02:30:11.030265+00:00,0.785
NYK,MIL,2025-10-29 03:00:08.111465+00:00,0.455
LAC,GSW,2025-10-29 05:39:48.076391+00:00,0.475
HOU,TOR,2025-10-30 01:15:26.096347+00:00,0.685
CLE,BOS,2025-10-30 01:55:10.265996+00:00,0.435
ORL,DET,2025-10-30 02:15:17.063098+00:00,0.475
ATL,BKN,2025-10-30 02:20:11.100778+00:00,0.745
SAC,CHI,2025-10-30 02:35:00.694688+00:00,0.625
IND,DAL,2025-10-30 03:24:59.121020+00:00,0.685
NOP,DEN,2025-10-30 03:34:57.195666+00:00,0.855
POR,UTA,2025-10-30 04:04:56.243808+00:00,0.565
LAL,MIN,2025-10-30 04:19:54.089461+00:00,0.295
MEM,PHX,2025-10-30 04:39:45.623344+00:00,0.555
ORL,CHA,2025-10-31 01:30:08.625258+00:00,0.425
WAS,OKC,2025-10-31 02:30:08.667107+00:00,0.895
GSW,MIL,2025-10-31 03:00:09.967816+00:00,0.725
MIA,SAS,2025-10-31 03:09:54.128929+00:00,0.325
ATL,IND,2025-11-01 01:50:17.734932+00:00,0.555
BOS,PHI,2025-11-01 02:00:28.851247+00:00,0.525
TOR,CLE,2025-11-01 02:15:09.277464+00:00,0.625
NYK,CHI,2025-11-01 02:50:06.531383+00:00,0.365
LAL,MEM,2025-11-01 04:20:16.553297+00:00,0.545
UTA,PHX,2025-11-01 04:44:54.266804+00:00,0.585
DEN,POR,2025-11-01 05:04:57.114621+00:00,0.675
NOP,LAC,2025-11-01 05:09:51.414932+00:00,0.825
SAC,MIL,2025-11-02 00:05:33.881643+00:00,0.695
MIN,CHA,2025-11-02 00:45:15.522714+00:00,0.385
ORL,WAS,2025-11-02 01:30:17.770687+00:00,0.765
GSW,IND,2025-11-02 01:45:09.260227+00:00,0.815
HOU,BOS,2025-11-02 02:30:11.596401+00:00,0.365
DAL,DET,2025-11-02 05:04:47.638836+00:00,0.285
NOP,OKC,2025-11-02 23:11:13.267836+00:00,0.145
MEM,TOR,2025-11-03 01:40:25.787557+00:00,0.375
PHI,BKN,2025-11-03 01:40:25.971029+00:00,0.355
UTA,CHA,2025-11-03 01:50:21.314415+00:00,0.475
ATL,CLE,2025-11-03 01:55:00.450971+00:00,0.305
CHI,NYK,2025-11-03 02:40:01.392695+00:00,0.295
SAS,PHX,2025-11-03 03:39:53.748952+00:00,0.325
MIA,LAL,2025-11-03 05:19:56.983983+00:00,0.645
MIL,IND,2025-11-04 02:56:11.599185+00:00,0.315
MIN,BKN,2025-11-04 03:01:53.418389+00:00,0.215
WAS,NYK,2025-11-04 03:30:34.793683+00:00,0.855
UTA,BOS,2025-11-04 03:35:20.987826+00:00,0.815
DET,MEM,2025-11-04 04:05:14.305653+00:00,0.625
DAL,HOU,2025-11-04 04:05:14.499747+00:00,0.155
SAC,DEN,2025-11-04 04:45:04.753085+00:00,0.825
LAL,POR,2025-11-04 05:39:53.430103+00:00,0.24
MIA,LAC,2025-11-04 06:09:52.367704+00:00,0.725
MIL,TOR,2025-11-05 03:10:13.263851+00:00,0.455
CHA,NOP,2025-11-05 03:45:11.208375+00:00,0.425
PHI,CHI,2025-11-05 03:45:11.224610+00:00,0.535
ORL,ATL,2025-11-05 04:09:58.191137+00:00,0.385
PHX,GSW,2025-11-05 05:44:58.222264+00:00,0.805
OKC,LAC,2025-11-05 06:44:56.102453+00:00,0.275
PHI,CLE,2025-11-06 02:45:39.616350+00:00,0.795
UTA,DET,2025-11-06 02:50:26.416671+00:00,0.785
BKN,IND,2025-11-06 02:55:15.930779+00:00,0.315
WAS,BOS,2025-11-06 03:05:14.907609+00:00,0.845
MIN,NYK,2025-11-06 03:15:14.427906+00:00,0.415
HOU,MEM,2025-11-06 03:40:11.626647+00:00,0.735
NOP,DAL,2025-11-06 04:00:21.009500+00:00,0.735
MIA,DEN,2025-11-06 05:00:25.199318+00:00,0.775
GSW,SAC,2025-11-06 05:49:55.145384+00:00,0.435
OKC,POR,2025-11-06 06:04:55.074866+00:00,0.615
SAS,LAL,2025-11-06 06:19:48.268222+00:00,0.47
LAC,PHX,2025-11-07 04:44:59.625679+00:00,0.435
CLE,WAS,2025-11-08 02:44:49.469030+00:00,0.875
BOS,ORL,2025-11-08 02:59:49.425185+00:00,0.405
TOR,ATL,2025-11-08 03:19:41.273090+00:00,0.555
DET,BKN,2025-11-08 03:24:35.047494+00:00,0.195
HOU,SAS,2025-11-08 03:34:35.071862+00:00,0.615
DAL,MEM,2025-11-08 03:44:31.362961+00:00,0.375
UTA,MIN,2025-11-08 03:44:31.940227+00:00,0.845
CHA,MIA,2025-11-08 03:49:27.793791+00:00,0.295
CHI,MIL,2025-11-08 03:49:27.942960+00:00,0.385
GSW,DEN,2025-11-08 05:34:25.196060+00:00,0.805
OKC,SAC,2025-11-08 05:34:25.350060+00:00,0.835
DAL,WAS,2025-11-09 02:49:37.620134+00:00,0.615
TOR,PHI,2025-11-09 03:19:35.716970+00:00,0.645
LAL,ATL,2025-11-09 03:19:35.973177+00:00,0.335
NOP,SAS,2025-11-09 03:44:38.296093+00:00,0.175
CHI,CLE,2025-11-09 03:49:33.619523+00:00,0.255
POR,MIA,2025-11-09 04:04:26.651655+00:00,0.395
IND,DEN,2025-11-09 04:49:27.588344+00:00,0.815
PHX,LAC,2025-11-09 06:14:26.510704+00:00,0.615
HOU,MIL,2025-11-09 23:24:36.321072+00:00,0.615
OKC,MEM,2025-11-10 01:39:32.696694+00:00,0.185
BOS,ORL,2025-11-10 01:59:35.441059+00:00,0.415
DET,PHI,2025-11-10 03:19:25.791378+00:00,0.625
IND,GSW,2025-11-10 04:14:36.778502+00:00,0.845
MIN,SAC,2025-11-10 05:04:25.050772+00:00,0.645
LAL,CHA,2025-11-11 02:44:47.236093+00:00,0.245
POR,ORL,2025-11-11 03:04:39.084448+00:00,0.545
WAS,DET,2025-11-11 03:24:34.929716+00:00,0.815
SAS,CHI,2025-11-11 03:34:34.404976+00:00,0.36
CLE,MIA,2025-11-11 04:09:32.029383+00:00,0.755
MIL,DAL,2025-11-11 04:34:29.344952+00:00,0.395
